REFNUM,ACRE
00001647,0.9+
00001648,0.9+
00001649,25.0+
00001650,15.0+
00001651,1.0+
00001652,1.0+
00001653,1.0+
00001654,1.0+
00001655,0.9+
00001656,100.0+
00001657,240.0+
00001658,8.0+
00001659,0.9+
00001661,0.9+
00001662,0.9+
00001663,50.0+
00001664,24.0+
00001665,1.3+
00001667,5.5+
00001668,0.9+
00001669,0.1+
00001670,0.9+
00001671,1.0+
00001672,1.3+
00001673,4.0+
00001674,0.9+
00001675,0.9+
00001676,0.9+
00001677,2.2+
00001678,0.9+
00001679,1.6+
00001680,2.1+
00001681,0.9+
00001682,22.0+
00001683,1.5+
00001684,0.9+
00001685,0.9+
00001686,0.9+
00001687,6.1+
00001688,2.6+
00001689,1.0+
00001690,1.0+
00001691,0.9+
00001692,3.0+
01000002,12.0+
01000003,0.9+
01000004,0.9+
01000007,1.7+
01000008,7.3+
01000009,0.9+
01000010,0.9+
01000011,0.9+
01000012,0.9+
01000013,0.9+
01000014,0.9+
01000015,12.0+
01000016,22.0+
01000017,2.3+
01000018,0.9+
01000019,16.8+
01000020,1.8+
01000021,0.9+
01000022,0.9+
01000023,0.9+
01000024,7.0+
01000025,3.3+
01000027,0.9+
01000028,0.9+
01000029,0.9+
01000030,0.9+
01000031,0.9+
01000032,128.0+
01000033,33.0+
01000034,56.0+
01000035,160.0+
01000036,6.6+
01000037,0.9+
01000038,82.0+
01000039,1.0+
01000041,5.7+
01000042,0.9+
01000043,0.9+
01000044,0.9+
01000045,0.9+
01000046,44.9+
01000047,1.0+
01000048,1.0+
01000049,1.1+
01000050,0.9+
01000051,0.9+
01000052,0.9+
01000053,7.8+
01000054,3.5+
01000055,0.9+
01000056,117.4+
01000057,3.8+
01000058,35.0+
01000059,178.6+
01000060,1.4+
01000061,25.0+
01000062,20.0+
01000063,0.0+
01000064,20.0+
01000065,1.8+
01000067,1.0+
01000068,0.9+
01000069,100.0+
01000070,240.0+
01000071,8.0+
01000072,0.9+
01000073,0.9+
01000074,0.9+
01000075,0.9+
01000076,0.9+
01000077,0.9+
01000078,22.0+
01000079,0.2+
01000080,0.9+
01000081,0.1+
01000082,333.5+
01000083,0.9+
01000084,0.9+
01000085,0.9+
01000086,3.4+
01000087,15.0+
01000088,15.0+
01000089,3.2+
01000090,0.9+
01000091,2.5+
01000092,0.9+
01000093,1.6+
01000094,0.9+
01000095,0.9+
01000096,0.9+
01000097,0.9+
01000098,0.9+
01000099,0.9+
01000100,0.9+
01000101,5.6+
01000102,10.0+
01000103,0.9+
01000104,0.9+
01000105,4.0+
01000106,1.0+
01000107,1.0+
01000108,0.9+
01000109,0.9+
01000110,0.9+
01000111,0.9+
01000112,0.9+
01000113,3.0+
01000116,0.9+
01000117,0.9+
01000118,0.5+
01000119,0.9+
01000120,0.9+
01000121,50.0+
01000122,0.9+
01000123,1.0+
01000124,40.0+
01000125,0.9+
01000126,0.9+
01000127,0.6+
01000128,2.2+
01000129,2.0+
01000130,0.1+
01000131,10.5+
01000132,2.4+
01000133,4.4+
01000134,26.8+
01000135,1.0+
01000136,0.2+
01000138,0.9+
01000139,26.0+
01000140,1.0+
01000141,1.8+
01000142,277.0+
01000143,0.5+
01000144,1.7+
01000145,5.3+
01000146,15.3+
01000147,255.0+
01000148,347.0+
01000149,2.8+
01000150,81.0+
01000151,1.0+
01000152,12.0+
01000153,0.9+
01000154,0.6+
01000155,0.9+
01000156,0.9+
01000164,7.8+
01000166,1.4+
01000167,2.0+
01000168,0.9+
01000169,1.0+
01000170,0.9+
01000171,0.9+
01000172,25.0+
01000173,0.9+
01000174,0.9+
01000175,0.9+
01000177,0.9+
01000178,7.0+
01000179,0.4+
01000180,0.9+
01000181,0.9+
01000182,0.9+
01000183,0.9+
01000184,0.9+
01000185,0.9+
01000186,0.9+
01000187,0.9+
01000188,0.9+
01000189,0.9+
01000190,0.9+
01000191,0.9+
01000192,0.9+
01000193,0.9+
01000195,0.9+
01000196,40.0+
01000197,0.9+
01000198,5.8+
01000199,4.0+
01000200,3.0+
01000201,3.0+
01000203,0.9+
01000204,400.0+
01000205,0.4+
01000206,190.0+
01000207,0.9+
01000208,14.0+
01000209,270.0+
01000210,1.1+
01000211,1.8+
01000212,0.9+
01000213,0.9+
01000214,0.9+
01000215,2.0+
01000216,0.9+
01000217,0.9+
01000218,0.9+
01000219,0.9+
01000220,0.9+
01000221,0.9+
01000222,1.0+
01000223,0.5+
01000224,0.5+
01000226,0.9+
01000227,3.0+
01000228,0.9+
01000230,0.9+
01000232,0.9+
01000233,0.9+
01000234,0.9+
01000235,0.9+
01000236,25.0+
01000237,0.1+
01000238,14.1+
01000239,0.9+
01000240,0.9+
01000241,0.9+
01000242,0.9+
01000243,0.5+
01000244,0.9+
01000245,964.0+
01000246,8.0+
01000247,0.9+
01000248,1.6+
01000249,0.9+
01000250,0.9+
01000251,0.9+
01000252,14.0+
01000253,0.5+
01000254,3.7+
01000255,277.0+
01000256,2.0+
01000257,55.0+
01000258,250.0+
01000259,0.5+
01000260,1025.0+
01000261,0.9+
01000262,2.8+
01000263,0.8+
01000264,4.9+
01000265,0.8+
01000266,2.0+
01000270,0.9+
01000271,1.4+
01000272,2.0+
01000273,0.9+
01000274,1.0+
01000275,0.9+
01000276,0.9+
01000277,25.0+
01000278,0.9+
01000279,0.9+
01000280,0.9+
01000281,0.9+
01000282,7.0+
01000283,0.4+
01000284,0.9+
01000285,0.9+
01000286,0.9+
01000287,0.9+
01000288,3.9+
01000289,0.9+
01000290,0.9+
01000291,0.9+
01000292,275.5+
01000293,22.0+
01000294,6.0+
01000295,0.9+
01000296,4.7+
01000297,2.2+
01000298,0.9+
01000299,0.9+
01000300,0.4+
01000302,3.9+
01000303,682.0+
01000304,5.0+
01000305,0.3+
01000306,0.9+
01000307,1.7+
01000308,0.9+
01000309,0.9+
01000310,0.9+
01000311,0.9+
01000312,2.8+
01000313,6.2+
01000314,0.3+
01000315,1.6+
01000316,0.3+
01000317,2.9+
01000318,89.0+
01000319,32.0+
01000320,280.0+
01000321,750.0+
01000322,0.9+
01000323,4.0+
01000324,0.9+
01000325,0.6+
01000326,0.9+
01000328,0.5+
01000329,0.9+
01000330,0.9+
01000331,0.9+
01000332,1.4+
01000333,29.0+
01000334,0.9+
01000335,0.9+
01000336,105.0+
01000337,0.9+
01000338,5.1+
01000339,4.5+
01000340,75.0+
01000341,0.5+
01000342,37.0+
01000343,2.3+
01000344,14.0+
01000345,0.9+
01000346,355.0+
01000349,0.9+
01000350,0.9+
01000351,0.8+
01000352,45.0+
01000353,0.9+
01000354,0.9+
01000355,1.0+
01000356,12.7+
01000357,129.0+
01000358,0.9+
01000359,0.3+
01000360,10.7+
01000361,80.0+
01000362,0.3+
01000363,0.9+
01000364,0.9+
01000365,250.0+
01000366,6.0+
01000367,0.5+
01000368,4.0+
01000369,9.1+
01000370,0.9+
01000371,300.0+
01000372,6.3+
01000373,3.2+
01000374,0.9+
01000375,0.9+
01000376,0.9+
01000377,14.0+
01000378,0.9+
01000379,0.9+
01000380,7.4+
01000381,5.0+
01000382,0.9+
01000383,2.5+
01000384,60.0+
01000385,0.9+
01000386,0.9+
01000387,0.9+
01000388,5.1+
01000389,550.0+
01000390,8.0+
01000391,0.9+
01000392,0.9+
01000393,161.2+
01000394,7.0+
01000395,5.2+
01000396,1.5+
01000397,0.9+
01000399,2.5+
01000400,0.8+
01000401,1.7+
01000402,3.8+
01000403,0.9+
01000404,1.8+
01000405,14.0+
01000406,0.9+
01000407,9.4+
01000408,320.0+
01000409,0.9+
01000410,38.0+
01000411,0.9+
01000412,0.9+
01000413,3.0+
01000414,1.5+
01000415,4.0+
01000416,2.0+
01000417,1.5+
01000418,2.2+
01000419,0.9+
01000420,11.4+
01000421,2.0+
01000422,1.4+
01000423,0.4+
01000424,25.0+
01000425,18.0+
01000426,282.0+
01000427,178.0+
01000428,0.9+
01000429,0.9+
01000430,2.5+
01000431,0.9+
01000432,1.4+
01000433,1.0+
01000434,1.0+
01000435,1.0+
01000436,1.0+
01000437,1.0+
01000438,1.0+
01000439,0.9+
01000441,1.0+
01000443,0.9+
01000444,0.9+
01000445,0.9+
01000446,13.0+
01000448,2.1+
01000449,22000.0+
01000450,50.0+
01000451,50.0+
01000452,1.3+
01000453,150.0+
01000454,0.8+
01000456,34.0+
01000457,0.9+
01000458,6.4+
01000459,3.5+
01000460,30.9+
01000461,1.0+
01000462,78.0+
01000463,711.0+
01000464,1.5+
01000465,0.9+
01000466,0.9+
01000467,0.9+
01000468,0.9+
01000469,536.0+
01000470,0.9+
01000471,0.3+
01000472,0.9+
01000475,1.4+
01000476,0.2+
01000477,0.9+
01000479,0.9+
01000480,0.9+
01000481,13.0+
01000482,2.0+
01000483,0.9+
01000484,1.0+
01000485,1.3+
01000486,0.9+
01000487,17.0+
01000488,0.9+
01000489,2.0+
01000490,0.9+
01000491,1.7+
01000492,4.5+
01000493,0.9+
01000494,1.7+
01000495,0.9+
01000496,0.9+
01000497,5.0+
01000498,3.0+
01000499,0.9+
01000500,175.0+
01000501,0.9+
01000502,9.6+
01000503,1.2+
01000504,2.5+
01000505,38.3+
01000506,9.9+
01000507,2.5+
01000508,20.0+
01000509,1215.0+
01000510,1.0+
01000511,0.9+
01000512,0.9+
01000513,21.0+
01000514,0.5+
01000516,1.0+
01000519,0.9+
01000521,3.0+
01000522,0.9+
01000523,0.9+
01000524,0.9+
01000525,3.8+
01000526,54.0+
01000527,0.9+
01000528,0.9+
01000529,0.9+
01000530,0.9+
01000531,0.9+
01000532,0.9+
01000533,0.9+
01000534,2.5+
01000535,20.0+
01000536,2.9+
01000537,0.9+
01000538,0.9+
01000539,0.9+
01000540,0.9+
01000541,435.0+
01000544,0.9+
01000545,0.9+
01000546,0.9+
01000547,5.0+
01000548,80.9+
01000549,0.5+
01000550,0.3+
01000551,51.5+
01000552,0.9+
01000553,0.9+
01000554,0.1+
01000555,15.0+
01000556,0.5+
01000557,14.3+
01000558,0.9+
01000559,0.9+
01000560,0.9+
01000561,0.9+
01000562,1.3+
01000563,1.0+
01000564,8.0+
01000565,65.0+
01000566,0.9+
01000567,0.9+
01000568,0.9+
01000569,0.9+
01000570,15.9+
01000571,1.4+
01000572,0.9+
01000573,0.9+
01000574,0.9+
01000575,1.9+
01000576,0.9+
01000577,187.0+
01000578,0.9+
01000579,158.0+
01000580,2.5+
01000581,107.6+
01000582,5.0+
01000583,0.9+
01000584,0.9+
01000585,0.9+
01000586,0.7+
01000587,0.1+
01000588,0.9+
01000589,0.9+
01000590,1.8+
01000591,22.0+
01000592,0.9+
01000593,0.9+
01000594,0.3+
01000595,0.9+
01000596,0.7+
01000597,15.0+
01000598,0.9+
01000599,0.1+
01000600,0.3+
01000601,0.1+
01000602,0.1+
01000603,123.0+
01000604,1.0+
01000605,30.0+
01000606,0.9+
01000607,78.0+
01000609,0.9+
01000611,90.0+
01000612,0.9+
01000613,25.0+
01000614,107.0+
01000615,153.0+
01000616,0.9+
01000617,31.7+
01000618,13.0+
01000619,0.9+
01000620,4.0+
01000621,2.3+
01000622,35.8+
01000623,0.9+
01000624,2.0+
01000625,0.9+
01000626,322.0+
01000627,2.5+
01000628,0.9+
01000629,0.4+
01000630,0.9+
01000631,2.7+
01000632,0.9+
01000633,0.9+
01000634,0.9+
01000635,0.9+
01000636,5.0+
01000637,0.9+
01000638,0.9+
01000639,5.0+
01000640,0.9+
01000641,0.9+
01000642,0.5+
01000643,2.0+
01000644,1.0+
01000645,24.9+
01000646,0.3+
01000647,9.8+
01000648,8.5+
01000649,0.9+
01000650,0.9+
01000651,5.5+
01000652,0.9+
01000653,3.0+
01000654,0.8+
01000655,0.9+
01000656,0.9+
01000657,0.9+
01000658,8.3+
01000659,0.9+
01000660,6.0+
01000661,0.9+
01000662,9.0+
01000663,177.0+
01000664,6.0+
01000665,0.9+
01000666,2.0+
01000667,257.5+
01000668,2.6+
01000669,0.9+
01000670,82.0+
01000671,0.9+
01000672,0.3+
01000673,17.2+
01000674,0.9+
01000675,0.9+
01000676,3.9+
01000677,46.0+
01000678,1.0+
01000679,1.0+
01000680,0.9+
01000681,74.0+
01000682,0.9+
01000683,0.9+
01000684,2.3+
01000685,5.8+
01000686,0.9+
01000687,25.5+
01000688,100.0+
01000689,3.1+
01000690,0.9+
01000691,280.0+
01000692,2.6+
01000693,80.0+
01000694,30.0+
01000695,296.5+
01000696,170.0+
01000697,18.0+
01000698,95.0+
01000699,6.9+
01000701,2.1+
01000702,31.0+
01000703,27.1+
01000704,158.0+
01000705,0.9+
01000706,0.7+
01000707,15.0+
01000708,0.9+
01000709,11.0+
01000710,0.9+
01000711,0.9+
01000712,1.2+
01000713,0.9+
01000714,40.0+
01000715,3.0+
01000716,1.9+
01000717,2.0+
01000718,0.9+
01000719,10.0+
01000720,2.5+
01000721,17.5+
01000722,18.0+
01000723,67.7+
01000724,0.4+
01000725,2.1+
01000726,322.0+
01000727,1.0+
01000728,6.5+
01000729,135.0+
01000730,2.5+
01000731,0.9+
01000732,0.1+
01000733,0.3+
01000734,0.5+
01000735,0.9+
01000736,115.0+
01000737,0.9+
01000738,0.9+
01000739,0.9+
01000740,100.0+
01000741,80.0+
01000742,185.0+
01000743,2.4+
01000744,9.1+
01000745,210.0+
01000746,0.9+
01000747,0.9+
01000748,0.9+
01000749,0.9+
01000750,0.9+
01000753,2.5+
01000754,200.0+
01000755,472.0+
01000756,0.9+
01000757,33.0+
01000758,0.9+
01000760,2.0+
01000761,0.9+
01000762,17.0+
01000763,0.9+
01000764,0.9+
01000765,374.0+
01000766,176.2+
01000767,0.9+
01000768,0.1+
01000769,0.4+
01000770,206.0+
01000771,0.9+
01000772,0.9+
01000773,7.2+
01000774,0.9+
01000775,10.2+
01000776,0.2+
01000777,0.9+
01000778,10.0+
01000779,0.9+
01000788,0.9+
01000789,210.0+
01000790,0.9+
01000791,0.5+
01000792,74.0+
01000793,0.9+
01000794,0.9+
01000795,0.9+
01000796,18.2+
01000797,14.0+
01000798,0.9+
01000799,1.0+
01000800,6.0+
01000801,9.0+
01000802,2.0+
01000804,3.0+
01000805,2.0+
01000806,8.7+
01000807,4.0+
01000808,1.0+
01000809,0.9+
01000810,0.9+
01000811,90.0+
01000812,0.8+
01000813,0.9+
01000814,1.0+
01000815,100.0+
01000816,0.9+
01000817,0.9+
01000818,0.9+
01000819,3.0+
01000820,7.0+
01000821,4.9+
01000822,0.3+
01000823,195.0+
01000824,201.9+
01000825,0.9+
01000826,1.4+
01000827,20.0+
01000828,0.9+
01000829,7.8+
01000830,0.9+
01000831,0.9+
01000832,171.5+
01000834,0.9+
01000835,0.9+
01000836,0.9+
01000837,0.9+
01000839,0.9+
01000841,1.0+
01000842,0.9+
01000843,0.9+
01000844,25.0+
01000845,0.9+
01000846,1.7+
01000847,0.9+
01000848,1.5+
01000849,0.9+
01000850,0.9+
01000851,0.9+
01000852,0.9+
01000853,100.0+
01000854,0.9+
01000855,0.9+
01000856,0.9+
01000857,0.9+
01000858,121.0+
01000859,0.9+
01000860,0.9+
01000861,0.9+
01000863,45.8+
01000864,25.0+
01000865,0.9+
01000866,9.0+
01000867,0.9+
01000868,0.9+
01000869,0.9+
01000870,0.9+
01000871,460.0+
01000872,0.9+
01000873,0.9+
01000874,9.9+
01000875,343.0+
01000876,11743.0+
01000877,78.4+
01000878,8.0+
01000879,6.0+
01000880,1.0+
01000881,250.0+
01000882,2.0+
01000883,0.9+
01000884,3.3+
01000885,4.4+
01000886,3.4+
01000887,0.9+
01000888,0.9+
01000889,0.9+
01000890,0.9+
01000891,13.3+
01000892,276.0+
01000894,2.8+
01000895,0.9+
01000896,7.7+
01000897,0.9+
01000898,11.2+
01000899,70.0+
01000900,3.0+
01000903,480.0+
01000904,3.0+
01000905,2.5+
01000906,5.0+
01000907,0.9+
01000908,0.9+
01000909,0.9+
01000910,0.9+
01000911,0.9+
01000912,0.9+
01000913,0.9+
01000914,0.9+
01000915,2.1+
01000916,90.0+
01000917,0.8+
01000918,0.9+
01000919,8.8+
01000920,4.0+
01000921,3.5+
01000922,80.0+
01000923,0.9+
01000924,17.0+
01000925,3.2+
01000926,54.6+
01000927,21.9+
01000928,0.9+
01000929,0.9+
01000930,0.9+
01000931,0.9+
01000932,0.4+
01000933,42.7+
01000934,8.7+
01000935,3.5+
01000936,0.9+
01000937,0.9+
01000938,0.9+
01000939,1.0+
01000940,1.5+
01000941,2.5+
01000942,2.5+
01000943,4.7+
01000944,0.9+
01000945,2.0+
01000946,22.0+
01000947,120.5+
01000948,55.3+
01000949,0.9+
01000950,50.0+
01000951,2.0+
01000952,6.3+
01000953,162.0+
01000954,5.8+
01000955,30.0+
01000956,1906.0+
01000957,8.0+
01000958,0.3+
01000959,1.3+
01000960,0.3+
01000961,0.3+
01000962,1.4+
01000963,11.1+
01000964,1.5+
01000965,1.5+
01000966,27.0+
01000967,0.9+
01000968,12.0+
01000969,40.0+
01000970,40.0+
01000971,32.0+
01000972,30.0+
01000973,135.0+
01000974,525.0+
01000975,94.0+
01000976,22.0+
01000977,0.9+
01000978,0.9+
01000979,0.9+
01000980,0.9+
01000981,50.0+
01000982,5.3+
01000983,0.9+
01000984,2.1+
01000985,0.9+
01000986,0.9+
01000987,2.2+
01000988,4.3+
01000989,0.9+
01000990,0.9+
01000991,5.0+
01000992,8.8+
01000993,0.9+
01000994,40.8+
01000995,1.3+
01000996,0.9+
01000997,0.2+
01000998,0.9+
01000999,0.9+
01001000,0.9+
01001001,4.5+
01001002,163.0+
01001005,0.1+
01001006,1.0+
01001009,1.0+
01001010,8.0+
01001011,16.0+
01001012,0.9+
01001013,0.9+
01001014,90.0+
01001015,0.9+
01001016,45.1+
01001017,5.0+
01001018,0.9+
01001019,14.8+
01001020,256.0+
01001021,0.9+
01001022,6.3+
01001023,1.4+
01001024,0.9+
01001025,100.0+
01001026,13.8+
01001027,2.0+
01001028,180.0+
01001029,12.0+
01001030,0.9+
01001031,14.2+
01001032,9.1+
01001033,3.3+
01001034,3.6+
01001035,14.6+
01001036,3.7+
01001037,6.6+
01001038,10.9+
01001039,3.7+
01001040,249.0+
01001041,34.4+
01001042,160.0+
01001043,0.9+
01001044,0.9+
01001045,0.9+
01001046,2.0+
01001047,22.0+
01001048,120.5+
01001049,55.3+
01001050,0.9+
01001051,50.0+
01001052,2.0+
01001053,3.0+
01001054,0.9+
01001055,7680.0+
01001056,1.3+
01001057,0.9+
01001058,84.0+
01001059,0.9+
01001060,25.0+
01001061,8.3+
01001062,2.7+
01001063,88.0+
01001064,0.9+
01001065,14.0+
01001066,0.3+
01001067,44.0+
01001068,0.9+
01001069,0.9+
01001070,0.9+
01001071,32.0+
01001072,25.0+
01001073,0.9+
01001074,0.9+
01001075,2.4+
01001076,4.1+
01001077,5.5+
01001078,0.9+
01001079,0.9+
01001080,60.6+
01001081,0.9+
01001082,2.5+
01001083,8.0+
01001084,1.0+
01001085,0.9+
01001086,9.0+
01001087,0.9+
01001088,2.7+
01001089,0.9+
01001090,2.4+
01001091,0.9+
01001092,0.9+
01001093,0.9+
01001094,1.5+
01001095,145.0+
01001096,0.9+
01001097,18200.0+
01001098,4.0+
01001099,14.9+
01001100,0.9+
01001101,0.9+
01001102,0.9+
01001104,0.9+
01001105,0.9+
01001106,1.0+
01001108,0.9+
01001109,0.9+
01001110,2.1+
01001111,0.9+
01001112,0.3+
01001113,1.1+
01001114,5.3+
01001115,2.3+
01001116,100.1+
01001117,0.9+
01001118,5.3+
01001119,0.9+
01001120,460.0+
01001121,0.9+
01001122,0.9+
01001123,0.3+
01001124,0.9+
01001125,152.9+
01001126,0.9+
01001127,40.0+
01001129,180.0+
01001130,0.9+
01001131,55.0+
01001132,10.0+
01001133,2.3+
01001134,6.8+
01001135,1.3+
01001136,12.3+
01001137,0.5+
01001138,20.4+
01001139,12.3+
01001140,125.6+
01001141,58.9+
01001142,65.5+
01001143,91.1+
01001144,18.0+
01001145,16.5+
01001146,13.8+
01001147,70.2+
01001148,7.8+
01001149,104.3+
01001150,38.8+
01001151,124.4+
01001152,57.8+
01001153,3.9+
01001154,25.9+
01001155,6.4+
01001156,0.8+
01001157,0.9+
01001158,17.0+
01001159,44.7+
01001160,0.9+
01001161,0.9+
01001162,0.9+
01001164,160.0+
01001165,0.9+
01001166,130.0+
01001167,0.9+
01001168,74.0+
01001169,50.0+
01001170,4.0+
01001171,5.3+
01001172,0.9+
01001173,40.0+
01001174,9.0+
01001175,2.8+
01001176,0.9+
01001177,0.9+
01001178,5.4+
01001179,0.9+
01001180,0.9+
01001181,1.0+
01001182,85.0+
01001183,80.0+
01001184,183.0+
01001185,0.9+
01001186,192.0+
01001187,61.0+
01001188,40.0+
01001189,0.9+
01001190,0.9+
01001191,0.3+
01001192,0.4+
01001193,29.0+
01001194,2.4+
01001195,0.9+
01001197,17.0+
01001198,40.0+
01001199,0.9+
01001200,0.9+
01001202,3.0+
01001205,0.9+
01001206,0.9+
01001207,107.9+
01001208,0.9+
01001209,8.2+
01001210,0.9+
01001211,0.9+
01001212,0.9+
01001213,21.0+
01001214,15.5+
01001215,15.0+
01001216,1.7+
01001217,0.9+
01001218,20.0+
01001219,0.9+
01001220,0.9+
01001221,0.9+
01001222,0.9+
01001224,0.9+
01001225,5.0+
01001226,0.9+
01001227,237.0+
01001228,774.0+
01001230,0.9+
01001232,0.9+
01001233,0.9+
01001234,23.3+
01001235,0.9+
01001236,170.0+
01001237,1.8+
01001238,0.9+
01001239,30.2+
01001240,0.7+
01001241,571.0+
01001242,5.0+
01001243,0.9+
01001244,1.5+
01001245,380.0+
01001246,1.9+
01001247,1.0+
01001248,27.0+
01001250,70.2+
01001251,0.9+
01001252,5.8+
01001253,0.9+
01001255,0.9+
01001256,1.8+
01001257,1.0+
01001258,0.9+
01001259,0.9+
01001260,25.0+
01001261,7.6+
01001262,185.0+
01001263,0.9+
01001264,0.9+
01001265,0.9+
01001266,2.4+
01001267,3.3+
01001268,0.4+
01001269,2.3+
01001270,0.9+
01001271,167.0+
01001272,0.9+
01001273,36.0+
01001274,0.9+
01001275,0.9+
01001276,2.2+
01001277,9.0+
01001278,4.5+
01001279,8.8+
01001280,0.5+
01001281,3.0+
01001282,2.0+
01001283,0.2+
01001284,38.0+
01001285,640.0+
01001286,168.6+
01001287,1.0+
01001290,3.8+
01001291,150.0+
01001292,11.0+
01001293,467.0+
01001294,1.7+
01001295,1.0+
01001296,5.0+
01001297,2.0+
01001298,4.9+
01001299,6.0+
01001301,3.5+
01001302,0.9+
01001303,0.9+
01001304,0.9+
01001305,0.9+
01001306,264.0+
01001307,10.0+
01001308,10.6+
01001309,0.9+
01001311,0.9+
01001312,98.0+
01001313,16.0+
01001314,0.9+
01001315,28.0+
01001316,0.9+
01001317,13.0+
01001318,0.9+
01001319,0.9+
01001320,0.9+
01001321,0.9+
01001322,0.9+
01001323,0.9+
01001325,0.9+
01001326,4.0+
01001327,37.8+
01001328,251.6+
01001329,0.9+
01001330,84.0+
01001331,0.9+
01001333,0.9+
01001334,5.8+
01001335,0.9+
01001336,0.9+
01001337,10.0+
01001338,0.9+
01001339,0.9+
01001340,0.9+
01001341,46.6+
01001342,0.9+
01001343,0.9+
01001344,0.9+
01001345,0.9+
01001346,0.9+
01001347,5.3+
01001348,4.5+
01001349,3.7+
01001350,0.9+
01001351,17.3+
01001352,0.1+
01001353,125.0+
01001354,7.8+
01001355,0.9+
01001356,0.9+
01001357,0.9+
01001360,1544.0+
01001361,2.7+
01001362,1.0+
01001363,2.0+
01001364,24.0+
01001366,3.5+
01001367,0.9+
01001368,0.9+
01001369,0.9+
01001370,5.0+
01001371,310.0+
01001372,1.1+
01001373,0.2+
01001374,2.0+
01001375,144.3+
01001376,167.0+
01001377,400.0+
01001378,3.9+
01001379,0.9+
01001380,0.9+
01001381,0.9+
01001382,0.9+
01001383,1.1+
01001384,51.0+
01001385,0.9+
01001386,0.9+
01001387,0.9+
01001388,0.9+
01001389,0.9+
01001390,0.9+
01001391,0.9+
01001392,0.9+
01001393,0.9+
01001394,0.9+
01001395,0.9+
01001396,4.0+
01001397,0.9+
01001398,0.9+
01001399,0.9+
01001400,0.9+
01001402,0.9+
01001405,1.3+
01001406,95.0+
01001407,291.0+
01001408,0.5+
01001409,120.0+
01001410,0.9+
01001411,2.8+
01001412,0.1+
01001413,3.0+
01001414,15.0+
01001415,0.9+
01001416,2.0+
01001417,40.0+
01001418,0.9+
01001419,0.7+
01001420,3.0+
01001421,0.6+
01001422,0.9+
01001423,5.8+
01001424,111.0+
01001425,5.0+
01001426,15.0+
01001427,28.0+
01001428,9.9+
01001429,3.2+
01001430,0.9+
01001431,2.5+
01001432,1.0+
01001433,50.0+
01001434,10.0+
01001435,3.9+
01001436,188.0+
01001437,4.9+
01001438,4.0+
01001439,3.6+
01001440,0.1+
01001441,1610.0+
01001442,0.2+
01001443,0.9+
01001444,7.7+
01001445,1.6+
01001446,2.8+
01001447,0.3+
01001448,13.5+
01001449,900.0+
01001450,9.0+
01001451,60.0+
01001452,0.3+
01001453,2.5+
01001454,5.0+
01001456,0.9+
01001457,1.6+
01001458,1.0+
01001459,0.3+
01001460,0.9+
01001461,0.9+
01001462,1.5+
01001463,10.1+
01001464,13.5+
01001465,0.9+
01001466,162.1+
01001467,150.0+
01001468,1.0+
01001469,17.0+
01001470,0.2+
01001471,75.0+
01001472,3.0+
01001473,30.0+
01001474,0.9+
01001475,6.9+
01001476,0.9+
01001477,42.3+
01001478,10.0+
01001479,51.0+
01001480,1460.0+
01001481,0.9+
01001482,32.0+
01001483,0.9+
01001484,0.9+
01001485,0.9+
01001486,0.9+
01001487,54.0+
01001488,0.9+
01001489,0.9+
01001490,0.2+
01001491,1.1+
01001492,1.2+
01001493,0.9+
01001494,60.0+
01001495,0.9+
01001496,2.2+
01001497,112.0+
01001498,0.9+
01001499,0.9+
01001500,0.9+
01001501,0.9+
01001502,0.9+
01001503,0.9+
01001504,11.3+
01001505,0.9+
01001506,5.5+
01001507,3.3+
01001508,1.8+
01001509,35.0+
01001510,37.0+
01001511,16.0+
01001512,6.0+
01001513,0.8+
01001514,10.0+
01001515,21.3+
01001516,6.0+
01001517,1.3+
01001518,0.7+
01001519,0.9+
01001520,1.9+
01001521,4.2+
01001522,35.4+
01001523,1.2+
01001524,0.9+
01001525,1.0+
01001526,0.9+
01001527,2.5+
01001528,0.9+
01001529,0.9+
01001531,0.9+
01001532,40.0+
01001533,0.9+
01001534,2.2+
01001535,0.3+
01001536,2.0+
01001537,0.9+
01001538,0.9+
01001539,0.9+
01001540,2.9+
01001541,0.9+
01001542,0.9+
01001543,13.3+
01001544,0.9+
01001546,0.9+
01001547,0.8+
01001548,0.9+
01001549,12.7+
01001550,0.9+
01001551,10.5+
01001552,10.0+
01001553,70.0+
01001554,0.3+
01001555,3.4+
01001556,2.1+
01001557,52.0+
01001558,2.9+
01001559,0.9+
01001560,1.6+
01001561,96.0+
01001562,0.3+
01001563,4.8+
01001564,0.9+
01001565,0.8+
01001566,0.5+
01001567,0.9+
01001568,9.3+
01001569,378.0+
01001570,1.0+
01001571,245.0+
01001572,1.5+
01001573,116.0+
02000001,0.9+
02000002,1.5+
02000003,1.0+
02000004,3.5+
02000005,0.9+
02000006,19.5+
02000007,5.0+
02000009,1.1+
02000010,4.8+
02000011,19.0+
02000012,32.0+
02000013,0.9+
02000015,0.9+
02000016,8.0+
02000017,11.0+
02000018,0.9+
02000019,14.7+
02000020,0.9+
02000021,0.9+
02000022,160.0+
02000023,0.9+
02000024,0.9+
02000025,0.9+
02000026,0.9+
02000027,0.9+
02000028,4.5+
02000029,177.0+
02000030,41.0+
02000031,50.1+
02000032,0.9+
02000033,0.9+
02000034,2.0+
02000035,2.0+
02000036,5.1+
